,rate,affair,offerdate,currency
2018-03-13,122.49,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-12,122.83,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-09,123.58,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-08,123.47,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-07,122.86,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-06,123.34,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-05,122.73,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-02,123.79,钢铁、铝加税,2018-03-08,挪威克朗
2018-03-30,124.66,征税征求意见,2018-03-23,挪威克朗
2018-03-29,124.68,征税征求意见,2018-03-23,挪威克朗
2018-03-28,122.86,征税征求意见,2018-03-23,挪威克朗
2018-03-27,122.2,征税征求意见,2018-03-23,挪威克朗
2018-03-26,122.67,征税征求意见,2018-03-23,挪威克朗
2018-03-23,122.35,征税征求意见,2018-03-23,挪威克朗
2018-03-22,121.67,征税征求意见,2018-03-23,挪威克朗
2018-03-21,122.1,征税征求意见,2018-03-23,挪威克朗
2018-03-20,122.09,征税征求意见,2018-03-23,挪威克朗
2018-03-19,122.0,征税征求意见,2018-03-23,挪威克朗
2018-04-13,123.54,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-04-12,123.54,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-04-11,123.95,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-04-10,123.44,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-04-09,124.21,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-04-04,124.54,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-04-03,125.59,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-04-02,125.15,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-03-30,124.66,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-03-29,124.68,"中宣称加税,美宣称加税",2018-04-04,挪威克朗
2018-06-05,126.55,加税,2018-05-29,挪威克朗
2018-06-04,127.47,加税,2018-05-29,挪威克朗
2018-06-01,127.58,加税,2018-05-29,挪威克朗
2018-05-31,127.64,加税,2018-05-29,挪威克朗
2018-05-30,129.14,加税,2018-05-29,挪威克朗
2018-05-29,127.96,加税,2018-05-29,挪威克朗
2018-05-28,127.43,加税,2018-05-29,挪威克朗
2018-05-25,126.87,加税,2018-05-29,挪威克朗
2018-05-24,126.69,加税,2018-05-29,挪威克朗
2018-05-23,126.35,加税,2018-05-29,挪威克朗
2018-07-03,122.82,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-07-02,123.25,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-29,123.73,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-28,123.87,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-27,123.87,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-26,124.22,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-25,124.75,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-22,125.37,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-21,126.41,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-06-20,126.48,中下调亚洲国家进口关税,2018-06-26,挪威克朗
2018-07-13,121.58,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-12,121.29,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-11,121.27,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-10,121.02,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-09,120.91,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-06,121.5,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-05,122.56,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-04,122.14,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-03,122.82,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-02,123.25,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,挪威克朗
2018-07-17,121.28,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-16,121.53,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-13,121.58,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-12,121.29,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-11,121.27,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-10,121.02,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-09,120.91,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-06,121.5,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-05,122.56,美拟对中国加征关税,2018-07-10,挪威克朗
2018-07-04,122.14,美拟对中国加征关税,2018-07-10,挪威克朗
2018-08-15,122.11,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-14,121.67,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-13,121.81,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-10,121.62,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-09,120.27,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-08,120.0,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-07,120.49,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-06,120.43,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-03,120.48,中宣布对美加税生效,2018-08-08,挪威克朗
2018-08-02,120.33,中宣布对美加税生效,2018-08-08,挪威克朗
2018-09-26,118.59,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-25,118.89,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-21,119.12,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-20,118.94,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-19,118.91,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-18,119.33,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-17,120.37,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-14,120.16,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-13,120.53,"加征关税,加征关税",2018-09-18,挪威克朗
2018-09-12,121.44,"加征关税,加征关税",2018-09-18,挪威克朗
2018-12-21,126.01,美推迟加税时间,2018-12-14,挪威克朗
2018-12-20,126.41,美推迟加税时间,2018-12-14,挪威克朗
2018-12-19,126.68,美推迟加税时间,2018-12-14,挪威克朗
2018-12-18,125.51,美推迟加税时间,2018-12-14,挪威克朗
2018-12-17,125.0,美推迟加税时间,2018-12-14,挪威克朗
2018-12-14,124.46,美推迟加税时间,2018-12-14,挪威克朗
2018-12-13,124.63,美推迟加税时间,2018-12-14,挪威克朗
2018-12-12,124.16,美推迟加税时间,2018-12-14,挪威克朗
2018-12-11,124.01,美推迟加税时间,2018-12-14,挪威克朗
2018-12-10,123.68,美推迟加税时间,2018-12-14,挪威克朗
2019-01-02,126.22,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-28,127.74,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-27,127.03,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-26,127.18,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-25,126.95,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-24,127.01,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-21,126.01,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-20,126.41,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-19,126.68,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2018-12-18,125.51,中暂降关税，不再征收出口关税,2018-12-24,挪威克朗
2019-03-12,128.91,推迟关税提高期限,2019-03-05,挪威克朗
2019-03-11,130.11,推迟关税提高期限,2019-03-05,挪威克朗
2019-03-08,130.58,推迟关税提高期限,2019-03-05,挪威克朗
2019-03-07,129.05,推迟关税提高期限,2019-03-05,挪威克朗
2019-03-06,129.2,推迟关税提高期限,2019-03-05,挪威克朗
2019-03-05,129.14,推迟关税提高期限,2019-03-05,挪威克朗
2019-03-04,127.82,推迟关税提高期限,2019-03-05,挪威克朗
2019-03-01,127.84,推迟关税提高期限,2019-03-05,挪威克朗
2019-02-28,127.79,推迟关税提高期限,2019-03-05,挪威克朗
2019-02-27,128.01,推迟关税提高期限,2019-03-05,挪威克朗
2019-04-15,126.48,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-12,126.88,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-11,126.67,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-10,127.51,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-09,127.38,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-08,128.11,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-04,127.69,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-03,127.99,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-02,127.89,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-04-01,128.22,国务院下调进境物品进口税,2019-04-08,挪威克朗
2019-05-16,126.9,加征关税,2019-05-09,挪威克朗
2019-05-15,127.38,加征关税,2019-05-09,挪威克朗
2019-05-14,128.1,加征关税,2019-05-09,挪威克朗
2019-05-13,128.42,加征关税,2019-05-09,挪威克朗
2019-05-10,129.28,加征关税,2019-05-09,挪威克朗
2019-05-09,129.51,加征关税,2019-05-09,挪威克朗
2019-05-08,129.41,加征关税,2019-05-09,挪威克朗
2019-05-07,129.28,加征关税,2019-05-09,挪威克朗
2019-05-06,129.81,加征关税,2019-05-09,挪威克朗
2019-04-30,128.6,加征关税,2019-05-09,挪威克朗
2019-05-17,127.12,美宣布加征关税,2019-05-10,挪威克朗
2019-05-16,126.9,美宣布加征关税,2019-05-10,挪威克朗
2019-05-15,127.38,美宣布加征关税,2019-05-10,挪威克朗
2019-05-14,128.1,美宣布加征关税,2019-05-10,挪威克朗
2019-05-13,128.42,美宣布加征关税,2019-05-10,挪威克朗
2019-05-10,129.28,美宣布加征关税,2019-05-10,挪威克朗
2019-05-09,129.51,美宣布加征关税,2019-05-10,挪威克朗
2019-05-08,129.41,美宣布加征关税,2019-05-10,挪威克朗
2019-05-07,129.28,美宣布加征关税,2019-05-10,挪威克朗
2019-05-06,129.81,美宣布加征关税,2019-05-10,挪威克朗
2019-05-20,127.2,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-17,127.12,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-16,126.9,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-15,127.38,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-14,128.1,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-13,128.42,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-10,129.28,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-09,129.51,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-08,129.41,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-05-07,129.28,"中排除美商品的加征关税,中提高关税",2019-05-13,挪威克朗
2019-06-10,125.09,推迟实施加征关税,2019-05-31,挪威克朗
2019-06-06,126.49,推迟实施加征关税,2019-05-31,挪威克朗
2019-06-05,126.11,推迟实施加征关税,2019-05-31,挪威克朗
2019-06-04,126.43,推迟实施加征关税,2019-05-31,挪威克朗
2019-06-03,127.1,推迟实施加征关税,2019-05-31,挪威克朗
2019-05-31,127.08,推迟实施加征关税,2019-05-31,挪威克朗
2019-05-30,126.56,推迟实施加征关税,2019-05-31,挪威克朗
2019-05-29,126.13,推迟实施加征关税,2019-05-31,挪威克朗
2019-05-28,126.21,推迟实施加征关税,2019-05-31,挪威克朗
2019-05-27,126.02,推迟实施加征关税,2019-05-31,挪威克朗
2019-07-16,124.26,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-15,124.29,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-12,124.35,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-11,124.9,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-10,125.61,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-09,125.51,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-08,125.04,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-05,124.16,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-04,124.12,美对中关税排除110种,2019-07-09,挪威克朗
2019-07-03,124.85,美对中关税排除110种,2019-07-09,挪威克朗
2019-08-02,129.04,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-08-01,128.48,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-31,127.19,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-30,126.3,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-29,126.6,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-26,126.1,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-25,125.75,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-24,126.12,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-23,125.17,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-07-22,124.68,中允许俄罗斯全境大豆进口,2019-07-26,挪威克朗
2019-08-05,128.86,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-08-02,129.04,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-08-01,128.48,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-07-31,127.19,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-07-30,126.3,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-07-29,126.6,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-07-26,126.1,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-07-25,125.75,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-07-24,126.12,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-07-23,125.17,美国大豆装船运往中国,2019-07-29,挪威克朗
2019-08-08,127.5,美总统称加关税,2019-08-01,挪威克朗
2019-08-07,127.09,美总统称加关税,2019-08-01,挪威克朗
2019-08-06,127.97,美总统称加关税,2019-08-01,挪威克朗
2019-08-05,128.86,美总统称加关税,2019-08-01,挪威克朗
2019-08-02,129.04,美总统称加关税,2019-08-01,挪威克朗
2019-08-01,128.48,美总统称加关税,2019-08-01,挪威克朗
2019-07-31,127.19,美总统称加关税,2019-08-01,挪威克朗
2019-07-30,126.3,美总统称加关税,2019-08-01,挪威克朗
2019-07-29,126.6,美总统称加关税,2019-08-01,挪威克朗
2019-07-26,126.1,美总统称加关税,2019-08-01,挪威克朗
2019-08-09,127.18,中方威胁反制,2019-08-02,挪威克朗
2019-08-08,127.5,中方威胁反制,2019-08-02,挪威克朗
2019-08-07,127.09,中方威胁反制,2019-08-02,挪威克朗
2019-08-06,127.97,中方威胁反制,2019-08-02,挪威克朗
2019-08-05,128.86,中方威胁反制,2019-08-02,挪威克朗
2019-08-02,129.04,中方威胁反制,2019-08-02,挪威克朗
2019-08-01,128.48,中方威胁反制,2019-08-02,挪威克朗
2019-07-31,127.19,中方威胁反制,2019-08-02,挪威克朗
2019-07-30,126.3,中方威胁反制,2019-08-02,挪威克朗
2019-07-29,126.6,中方威胁反制,2019-08-02,挪威克朗
2019-08-13,126.61,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-12,126.23,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-09,127.18,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-08,127.5,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-07,127.09,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-06,127.97,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-05,128.86,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-02,129.04,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-01,128.48,暂停采购美农产品,2019-08-06,挪威克朗
2019-07-31,127.19,暂停采购美农产品,2019-08-06,挪威克朗
2019-08-20,127.46,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-19,127.92,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-16,128.28,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-15,127.8,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-14,125.72,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-13,126.61,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-12,126.23,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-09,127.18,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-08,127.5,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-07,127.09,美宣布9.1生效的部分加征关税失效,2019-08-13,挪威克朗
2019-08-22,126.8,美宣称加征关税,2019-08-15,挪威克朗
2019-08-21,127.6,美宣称加征关税,2019-08-15,挪威克朗
2019-08-20,127.46,美宣称加征关税,2019-08-15,挪威克朗
2019-08-19,127.92,美宣称加征关税,2019-08-15,挪威克朗
2019-08-16,128.28,美宣称加征关税,2019-08-15,挪威克朗
2019-08-15,127.8,美宣称加征关税,2019-08-15,挪威克朗
2019-08-14,125.72,美宣称加征关税,2019-08-15,挪威克朗
2019-08-13,126.61,美宣称加征关税,2019-08-15,挪威克朗
2019-08-12,126.23,美宣称加征关税,2019-08-15,挪威克朗
2019-08-09,127.18,美宣称加征关税,2019-08-15,挪威克朗
2019-08-30,127.73,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-29,126.86,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-28,126.58,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-27,126.72,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-26,127.45,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-23,127.04,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-22,126.8,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-21,127.6,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-20,127.46,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-08-19,127.92,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,挪威克朗
2019-09-06,126.63,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-09-05,127.18,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-09-04,127.86,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-09-03,127.81,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-09-02,128.11,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-08-30,127.73,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-08-29,126.86,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-08-28,126.58,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-08-27,126.72,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-08-26,127.45,ustr发布通知加税明日生效,2019-08-30,挪威克朗
2019-09-09,126.48,加税征集意见,2019-09-02,挪威克朗
2019-09-06,126.63,加税征集意见,2019-09-02,挪威克朗
2019-09-05,127.18,加税征集意见,2019-09-02,挪威克朗
2019-09-04,127.86,加税征集意见,2019-09-02,挪威克朗
2019-09-03,127.81,加税征集意见,2019-09-02,挪威克朗
2019-09-02,128.11,加税征集意见,2019-09-02,挪威克朗
2019-08-30,127.73,加税征集意见,2019-09-02,挪威克朗
2019-08-29,126.86,加税征集意见,2019-09-02,挪威克朗
2019-08-28,126.58,加税征集意见,2019-09-02,挪威克朗
2019-08-27,126.72,加税征集意见,2019-09-02,挪威克朗
2019-09-19,126.28,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-18,126.18,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-17,126.64,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-16,126.33,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-12,126.05,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-11,126.19,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-10,125.69,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-09,126.48,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-06,126.63,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-05,127.18,中推迟加征关税生效,2019-09-11,挪威克朗
2019-09-20,126.68,采购询价,2019-09-12,挪威克朗
2019-09-19,126.28,采购询价,2019-09-12,挪威克朗
2019-09-18,126.18,采购询价,2019-09-12,挪威克朗
2019-09-17,126.64,采购询价,2019-09-12,挪威克朗
2019-09-16,126.33,采购询价,2019-09-12,挪威克朗
2019-09-12,126.05,采购询价,2019-09-12,挪威克朗
2019-09-11,126.19,采购询价,2019-09-12,挪威克朗
2019-09-10,125.69,采购询价,2019-09-12,挪威克朗
2019-09-09,126.48,采购询价,2019-09-12,挪威克朗
2019-09-06,126.63,采购询价,2019-09-12,挪威克朗
2019-09-24,127.4,加税排除清单,2019-09-17,挪威克朗
2019-09-23,127.94,加税排除清单,2019-09-17,挪威克朗
2019-09-20,126.68,加税排除清单,2019-09-17,挪威克朗
2019-09-19,126.28,加税排除清单,2019-09-17,挪威克朗
2019-09-18,126.18,加税排除清单,2019-09-17,挪威克朗
2019-09-17,126.64,加税排除清单,2019-09-17,挪威克朗
2019-09-16,126.33,加税排除清单,2019-09-17,挪威克朗
2019-09-12,126.05,加税排除清单,2019-09-17,挪威克朗
2019-09-11,126.19,加税排除清单,2019-09-17,挪威克朗
2019-09-10,125.69,加税排除清单,2019-09-17,挪威克朗
2018-03-15,61.466,钢铁、铝加税,2018-03-08,里拉
2018-03-14,61.246,钢铁、铝加税,2018-03-08,里拉
2018-03-13,60.806999999999995,钢铁、铝加税,2018-03-08,里拉
2018-03-12,60.168,钢铁、铝加税,2018-03-08,里拉
2018-03-09,60.258,钢铁、铝加税,2018-03-08,里拉
2018-03-08,60.155,钢铁、铝加税,2018-03-08,里拉
2018-03-07,60.005,钢铁、铝加税,2018-03-08,里拉
2018-03-06,60.115,钢铁、铝加税,2018-03-08,里拉
2018-03-05,60.068000000000005,钢铁、铝加税,2018-03-08,里拉
2018-03-02,60.15,钢铁、铝加税,2018-03-08,里拉
2018-03-15,61.466,钢铁、铝加税,2018-03-08,里拉
2018-03-14,61.246,钢铁、铝加税,2018-03-08,里拉
2018-03-13,60.806999999999995,钢铁、铝加税,2018-03-08,里拉
2018-03-12,60.168,钢铁、铝加税,2018-03-08,里拉
2018-03-09,60.258,钢铁、铝加税,2018-03-08,里拉
2018-03-08,60.155,钢铁、铝加税,2018-03-08,里拉
2018-03-07,60.005,钢铁、铝加税,2018-03-08,里拉
2018-03-06,60.115,钢铁、铝加税,2018-03-08,里拉
2018-03-05,60.068000000000005,钢铁、铝加税,2018-03-08,里拉
2018-03-02,60.15,钢铁、铝加税,2018-03-08,里拉
2018-03-30,62.736000000000004,征税征求意见,2018-03-23,里拉
2018-03-29,63.653,征税征求意见,2018-03-23,里拉
2018-03-28,63.393,征税征求意见,2018-03-23,里拉
2018-03-27,63.155,征税征求意见,2018-03-23,里拉
2018-03-26,63.011,征税征求意见,2018-03-23,里拉
2018-03-23,62.943000000000005,征税征求意见,2018-03-23,里拉
2018-03-22,61.873000000000005,征税征求意见,2018-03-23,里拉
2018-03-21,62.044,征税征求意见,2018-03-23,里拉
2018-03-20,62.324,征税征求意见,2018-03-23,里拉
2018-03-19,61.917,征税征求意见,2018-03-23,里拉
2018-04-13,65.461,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-04-12,65.931,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-04-11,65.41199999999999,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-04-10,64.64699999999999,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-04-09,64.152,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-04-04,63.43,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-04-03,63.32899999999999,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-04-02,63.021,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-03-30,62.736000000000004,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-03-29,63.653,"中宣称加税,美宣称加税",2018-04-04,里拉
2018-06-05,71.494,加税,2018-05-29,里拉
2018-06-04,72.389,加税,2018-05-29,里拉
2018-06-01,70.703,加税,2018-05-29,里拉
2018-05-31,69.685,加税,2018-05-29,里拉
2018-05-30,71.02600000000001,加税,2018-05-29,里拉
2018-05-29,71.592,加税,2018-05-29,里拉
2018-05-28,73.61399999999999,加税,2018-05-29,里拉
2018-05-25,74.51899999999999,加税,2018-05-29,里拉
2018-05-24,71.663,加税,2018-05-29,里拉
2018-05-23,74.502,加税,2018-05-29,里拉
2018-07-03,69.372,中下调亚洲国家进口关税,2018-06-26,里拉
2018-07-02,69.43,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-29,69.387,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-28,69.93,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-27,70.32600000000001,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-26,71.839,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-25,71.01100000000001,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-22,73.021,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-21,73.32300000000001,中下调亚洲国家进口关税,2018-06-26,里拉
2018-06-20,73.273,中下调亚洲国家进口关税,2018-06-26,里拉
2018-07-13,72.99,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-12,73.169,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-11,71.138,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-10,71.166,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-09,68.967,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-06,69.372,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-05,70.584,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-04,70.168,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-03,69.372,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-02,69.43,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,里拉
2018-07-17,72.592,美拟对中国加征关税,2018-07-10,里拉
2018-07-16,72.619,美拟对中国加征关税,2018-07-10,里拉
2018-07-13,72.99,美拟对中国加征关税,2018-07-10,里拉
2018-07-12,73.169,美拟对中国加征关税,2018-07-10,里拉
2018-07-11,71.138,美拟对中国加征关税,2018-07-10,里拉
2018-07-10,71.166,美拟对中国加征关税,2018-07-10,里拉
