,rate,affair,offerdate,currency
2018-08-06,689.47,中宣布对美加税生效,2018-08-08,瑞士法郎
2018-08-03,686.95,中宣布对美加税生效,2018-08-08,瑞士法郎
2018-08-02,685.14,中宣布对美加税生效,2018-08-08,瑞士法郎
2018-09-26,710.6,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-25,709.79,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-21,713.14,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-20,708.46,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-19,711.47,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-18,712.06,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-17,708.9,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-14,707.83,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-13,706.21,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-09-12,704.7,"加征关税,加征关税",2018-09-18,瑞士法郎
2018-12-21,697.44,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-20,693.44,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-19,694.17,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-18,693.61,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-17,690.88,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-14,691.7,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-13,692.67,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-12,695.41,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-11,697.91,美推迟加税时间,2018-12-14,瑞士法郎
2018-12-10,694.14,美推迟加税时间,2018-12-14,瑞士法郎
2019-01-02,697.27,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-28,694.94,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-27,692.8,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-26,698.14,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-25,698.45,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-24,695.01,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-21,697.44,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-20,693.44,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-19,694.17,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2018-12-18,693.61,中暂降关税，不再征收出口关税,2018-12-24,瑞士法郎
2019-03-12,664.67,推迟关税提高期限,2019-03-05,瑞士法郎
2019-03-11,666.75,推迟关税提高期限,2019-03-05,瑞士法郎
2019-03-08,664.97,推迟关税提高期限,2019-03-05,瑞士法郎
2019-03-07,668.01,推迟关税提高期限,2019-03-05,瑞士法郎
2019-03-06,667.52,推迟关税提高期限,2019-03-05,瑞士法郎
2019-03-05,670.77,推迟关税提高期限,2019-03-05,瑞士法郎
2019-03-04,671.42,推迟关税提高期限,2019-03-05,瑞士法郎
2019-03-01,671.13,推迟关税提高期限,2019-03-05,瑞士法郎
2019-02-28,668.41,推迟关税提高期限,2019-03-05,瑞士法郎
2019-02-27,668.68,推迟关税提高期限,2019-03-05,瑞士法郎
2019-04-15,669.51,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-12,670.33,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-11,669.24,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-10,671.27,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-09,672.06,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-08,672.03,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-04,672.46,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-03,673.27,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-02,672.16,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-04-01,675.13,国务院下调进境物品进口税,2019-04-08,瑞士法郎
2019-05-16,681.36,加征关税,2019-05-09,瑞士法郎
2019-05-15,680.79,加征关税,2019-05-09,瑞士法郎
2019-05-14,679.96,加征关税,2019-05-09,瑞士法郎
2019-05-13,672.31,加征关税,2019-05-09,瑞士法郎
2019-05-10,668.85,加征关税,2019-05-09,瑞士法郎
2019-05-09,663.14,加征关税,2019-05-09,瑞士法郎
2019-05-08,662.98,加征关税,2019-05-09,瑞士法郎
2019-05-07,663.75,加征关税,2019-05-09,瑞士法郎
2019-05-06,662.32,加征关税,2019-05-09,瑞士法郎
2019-04-30,660.1,加征关税,2019-05-09,瑞士法郎
2019-05-17,681.75,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-16,681.36,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-15,680.79,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-14,679.96,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-13,672.31,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-10,668.85,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-09,663.14,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-08,662.98,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-07,663.75,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-06,662.32,美宣布加征关税,2019-05-10,瑞士法郎
2019-05-20,683.35,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-17,681.75,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-16,681.36,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-15,680.79,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-14,679.96,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-13,672.31,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-10,668.85,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-09,663.14,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-08,662.98,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-05-07,663.75,"中排除美商品的加征关税,中提高关税",2019-05-13,瑞士法郎
2019-06-10,696.16,推迟实施加征关税,2019-05-31,瑞士法郎
2019-06-06,694.76,推迟实施加征关税,2019-05-31,瑞士法郎
2019-06-05,694.95,推迟实施加征关税,2019-05-31,瑞士法郎
2019-06-04,693.35,推迟实施加征关税,2019-05-31,瑞士法郎
2019-06-03,689.29,推迟实施加征关税,2019-05-31,瑞士法郎
2019-05-31,685.1,推迟实施加征关税,2019-05-31,瑞士法郎
2019-05-30,685.4,推迟实施加征关税,2019-05-31,瑞士法郎
2019-05-29,686.23,推迟实施加征关税,2019-05-31,瑞士法郎
2019-05-28,686.91,推迟实施加征关税,2019-05-31,瑞士法郎
2019-05-27,688.06,推迟实施加征关税,2019-05-31,瑞士法郎
2019-07-16,698.19,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-15,697.59,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-12,693.64,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-11,695.04,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-10,692.94,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-09,692.45,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-08,695.03,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-05,697.58,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-04,696.89,美对中关税排除110种,2019-07-09,瑞士法郎
2019-07-03,696.75,美对中关税排除110种,2019-07-09,瑞士法郎
2019-08-02,696.23,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-08-01,693.81,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-31,695.36,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-30,694.51,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-29,692.95,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-26,694.31,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-25,698.0,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-24,698.82,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-23,700.36,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-07-22,699.91,中允许俄罗斯全境大豆进口,2019-07-26,瑞士法郎
2019-08-05,704.38,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-08-02,696.23,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-08-01,693.81,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-07-31,695.36,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-07-30,694.51,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-07-29,692.95,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-07-26,694.31,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-07-25,698.0,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-07-24,698.82,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-07-23,700.36,美国大豆装船运往中国,2019-07-29,瑞士法郎
2019-08-08,719.81,美总统称加关税,2019-08-01,瑞士法郎
2019-08-07,717.78,美总统称加关税,2019-08-01,瑞士法郎
2019-08-06,717.38,美总统称加关税,2019-08-01,瑞士法郎
2019-08-05,704.38,美总统称加关税,2019-08-01,瑞士法郎
2019-08-02,696.23,美总统称加关税,2019-08-01,瑞士法郎
2019-08-01,693.81,美总统称加关税,2019-08-01,瑞士法郎
2019-07-31,695.36,美总统称加关税,2019-08-01,瑞士法郎
2019-07-30,694.51,美总统称加关税,2019-08-01,瑞士法郎
2019-07-29,692.95,美总统称加关税,2019-08-01,瑞士法郎
2019-07-26,694.31,美总统称加关税,2019-08-01,瑞士法郎
2019-08-09,720.84,中方威胁反制,2019-08-02,瑞士法郎
2019-08-08,719.81,中方威胁反制,2019-08-02,瑞士法郎
2019-08-07,717.78,中方威胁反制,2019-08-02,瑞士法郎
2019-08-06,717.38,中方威胁反制,2019-08-02,瑞士法郎
2019-08-05,704.38,中方威胁反制,2019-08-02,瑞士法郎
2019-08-02,696.23,中方威胁反制,2019-08-02,瑞士法郎
2019-08-01,693.81,中方威胁反制,2019-08-02,瑞士法郎
2019-07-31,695.36,中方威胁反制,2019-08-02,瑞士法郎
2019-07-30,694.51,中方威胁反制,2019-08-02,瑞士法郎
2019-07-29,692.95,中方威胁反制,2019-08-02,瑞士法郎
2019-08-13,726.53,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-12,723.64,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-09,720.84,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-08,719.81,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-07,717.78,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-06,717.38,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-05,704.38,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-02,696.23,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-01,693.81,暂停采购美农产品,2019-08-06,瑞士法郎
2019-07-31,695.36,暂停采购美农产品,2019-08-06,瑞士法郎
2019-08-20,718.17,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-19,718.82,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-16,720.02,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-15,721.69,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-14,722.8,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-13,726.53,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-12,723.64,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-09,720.84,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
2019-08-08,719.81,美宣布9.1生效的部分加征关税失效,2019-08-13,瑞士法郎
